system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,.geo
278,242.73377344023532,15.000000000017767,20.91133183203303,206.37905402662471,292.07833660933443,,271.84773451283553,79.1911806978446,50.911343518415926,0.0,92.73394874956162,0.0,45.000000000053305,50.911343518415926,15.000000000017767,189.4095088138876,230.02494230439027,50.051256264938814,15.000000000017767,50.051256264938814,20.91133183203303,395.9559502343948,,,166.61095399656196,133.69646975392592,425.09587466730056,,230.02494230439027,45.000000000009045,,218.20169431755022,,50.91132014547179,20.91133183203303,,,50.91132014547179,0.0,0.0,50.051256264938814,43.70988664935868,,0.0,,,50.91132014547179,91.87393161535223,15.000000000017767,20.91133183203303,72.84981108226447,43.70988664935868,,14.569962216452893,217.34209789961818,0.0,195.75087842946775,15.000000000017767,0.0,217.3415897452656,104.55661241359215,14.569962216452893,0.0,0.0,15.000000000017767,,0.0,,0.0,45.000000000053305,20.91133183203303,15.000000000017767,312.3105761610909,146.37921764393067,0.0,0.0,162.83655477114849,79.1911806978446,104.55661241359215,0.0,20.91133183203303,0.0,230.02494230439027,,"{""type"":""Point"",""coordinates"":[104.85036262160745,13.752716661935988]}"
279,,,14.542592339508825,0.0,0.0,44.99999999987627,62.676801281461934,0.0,14.542592339508825,,14.542592339508825,50.89225907006637,0.0,14.542592339508825,,79.06264046366235,0.0,108.14782514268,,14.542592339508825,0.0,140.89231924524378,175.33087035338667,43.62777701852647,0.0,0.0,,,14.999999999929253,0.0,,43.62777701852647,14.542592339508825,14.542592339508825,0.0,,,79.06264046366235,0.0,,,0.0,14.542592339508825,0.0,,,0.0,0.0,,,20.892271105627035,0.0,,,44.99999999978776,14.999999999929253,0.0,14.999999999929253,49.97745578464469,43.62777701852647,0.0,0.0,14.999999999929253,14.999999999929253,14.542592339508825,14.999999999929253,43.62777701852647,,43.62777701852647,20.892271105627035,0.0,,14.999999999929253,49.97745578464469,14.542592339508825,14.542592339508825,43.62777701852647,43.62777701852647,108.14782514268,50.89225907006637,108.14782514268,72.71296169754413,0.0,20.892271105627035,"{""type"":""Point"",""coordinates"":[104.70264452913513,14.185831587130663]}"
280,,,0.0,0.0,15.000000000017767,,0.0,0.0,0.0,,0.0,0.0,0.0,15.000000000017767,14.560451089303337,0.0,14.560451089303337,14.560451089303337,,0.0,20.904706071230176,0.0,,15.000000000017767,0.0,0.0,,,45.000000000053305,0.0,,0.0,0.0,0.0,0.0,,,15.000000000017767,0.0,,,0.0,79.14651042844352,0.0,,14.560451089303337,0.0,14.560451089303337,,45.000000000053305,15.000000000017767,0.0,,,14.560451089303337,14.560451089303337,0.0,45.000000000053305,14.560451089303337,14.560451089303337,0.0,50.90471788027088,229.95206200201542,0.0,0.0,14.560451089303337,0.0,,0.0,0.0,0.0,0.0,14.560451089303337,14.560451089303337,0.0,,0.0,0.0,20.904706071230176,14.560451089303337,14.560451089303337,14.560451089303337,0.0,,"{""type"":""Point"",""coordinates"":[104.93329421911515,13.904584766926714]}"
281,,,14.549259603300134,20.896912571081558,80.89693647367903,0.0,50.896924522460345,14.99999999997351,164.99999999997414,14.549259603300134,14.99999999997351,175.37669664095606,14.549259603300134,175.3770147658458,,50.896924522460345,0.0,50.896924522460345,397.0423068701266,44.999999999920526,91.78921063631364,14.549259603300134,50.896924522460345,379.86639681008205,14.549259603300134,0.0,,,14.549259603300134,14.549259603300134,,14.549259603300134,72.74629801650067,50.896924522460345,14.549259603300134,353.6759417306791,,72.74629801650067,20.896912571081558,,,62.69072576162783,0.0,1077.4311101704538,,,72.74629801650067,92.69076161589513,,,43.6477788099004,0.0,,,72.74629801650067,80.89688866755685,14.99999999997351,417.1528896957576,194.484646513121,72.74629801650067,79.0939509842821,50.896924522460345,,0.0,14.549259603300134,,305.53445166930277,,72.74629801650067,20.896912571081558,,,108.19247019088237,0.0,104.48451504875536,,20.896912571081558,49.99543177768183,43.6477788099004,79.0939509842821,20.896912571081558,20.896912571081558,0.0,135.00000000002714,"{""type"":""Point"",""coordinates"":[105.36657442700559,14.081485701716067]}"
282,,,14.541779338376141,0.0,,,0.0,104.99999999999159,0.0,,45.000000000053305,14.541779338376141,0.0,0.0,43.62533801512842,0.0,0.0,,,14.541779338376141,0.0,75.00000000004458,,,14.541779338376141,45.000000000053305,,,14.541779338376141,15.000000000017767,,218.02555160351562,,0.0,0.0,,,176.24205687972537,0.0,,,91.75868633388907,0.0,,,,45.000000000053305,0.0,,0.0,45.000000000053305,0.0,,,20.89170520389746,49.97526388064974,0.0,0.0,15.000000000017767,204.4091621885131,43.62533801512842,45.000000000053305,15.000000000017767,62.675127657136784,0.0,,15.000000000017767,,72.70889669188071,20.89170520389746,212.67492287353886,,101.792455368633,188.02515410134322,368.02561182315924,229.80845609472493,120.84224501064136,0.0,206.24165937052805,208.09272389361527,0.0,104.99999999985883,14.541779338376141,49.97526388064974,"{""type"":""Point"",""coordinates"":[104.71429690567086,14.1984696593079]}"
283,,,0.0,0.0,91.8296318575031,,0.0,20.903796125368224,43.67743389959899,,0.0,14.559144633199663,0.0,15.000000000017767,0.0,,0.0,0.0,20.903796125368224,0.0,0.0,50.02208539176755,0.0,14.559144633199663,0.0,0.0,,,0.0,0.0,,14.559144633199663,0.0,0.0,50.02208539176755,,,0.0,14.559144633199663,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,15.000000000017767,43.67743389959899,0.0,0.0,14.559144633199663,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,131.03230169879697,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[105.48691736983542,13.925481241901302]}"
284,,,0.0,15.000000000017767,0.0,0.0,0.0,0.0,15.000000000017767,,0.0,0.0,0.0,14.540982946989557,,,45.000000000009045,20.891150879383694,765.9744140862517,15.000000000017767,15.000000000017767,0.0,,,0.0,14.540982946989557,,,,0.0,,14.540982946989557,14.540982946989557,0.0,80.89112676787568,,,104.4558026183205,14.540982946989557,,,0.0,,0.0,,,0.0,45.000000000009045,,,0.0,0.0,,,49.973116773362804,15.000000000017767,0.0,14.540982946989557,329.74932720235074,134.45581467326411,110.8911147118003,20.891150879383694,91.75537183564474,50.89116293482387,43.62294884096867,15.000000000017767,20.891150879383694,,80.89112676787568,0.0,0.0,,15.000000000017767,0.0,133.5377685122996,253.5468780312166,0.0,45.000000000009045,458.0206592807877,392.60653956871795,,49.973116773362804,45.000000000053305,15.000000000017767,"{""type"":""Point"",""coordinates"":[104.7866134418118,14.210744535219657]}"
285,0.0,,0.0,0.0,15.000000000017767,,20.90485957134865,15.000000000017767,45.000000000009045,,0.0,0.0,45.000000000053305,15.000000000017767,,50.90484776498652,80.90483595840709,0.0,14.560671471373636,20.90485957134865,0.0,20.90485957134865,62.71459052019455,,0.0,0.0,194.52407352901946,,0.0,15.000000000017767,0.0,254.52395545565676,14.560671471373636,0.0,50.90484776498652,14.560671471373636,,43.68201441412091,50.90484776498652,0.0,,0.0,43.68201441412091,,,,50.904871377532785,14.560671471373636,110.90489498916742,15.000000000017767,104.99999999994733,14.560671471373636,0.0,,14.560671471373636,137.39023134233773,104.52434508115212,50.02620251409592,0.0,80.90483595840709,14.560671471373636,104.52434508115212,,0.0,14.560671471373636,43.68201441412091,204.57639321599422,0.0,137.39023134233773,0.0,20.90485957134865,,146.3341232538503,15.000000000017767,133.6456880238994,,15.000000000017767,50.02620251409592,20.90485957134865,20.90485957134865,0.0,79.14754545684319,0.0,14.560671471373636,"{""type"":""Point"",""coordinates"":[104.41490163638946,13.90109210202969]}"
286,,,0.0,0.0,0.0,,0.0,0.0,43.642366261177024,,0.0,,0.0,15.000000000017767,,14.54745542039234,49.99056730831007,108.18038898987943,0.0,0.0,0.0,14.54745542039234,0.0,14.54745542039234,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,14.54745542039234,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,62.68698137674072,,,0.0,0.0,0.0,75.00000000004458,0.0,0.0,20.895656467525388,14.54745542039234,,0.0,14.54745542039234,50.895668441725476,0.0,,0.0,0.0,0.0,,0.0,62.68698137674072,20.895656467525388,,14.54745542039234,0.0,0.0,92.68699335072405,0.0,0.0,0.0,14.54745542039234,"{""type"":""Point"",""coordinates"":[105.58401677960669,14.109737974295502]}"
287,,,91.79580249378174,14.550871766027473,92.69405743922555,,255.0000000000365,14.550871766027473,14.550871766027473,278.0825421760884,14.550871766027473,408.2009044447976,14.550871766027473,14.99999999997351,480.1787682789067,175.38777871734925,14.550871766027473,195.0000000000097,,133.59180253744356,14.99999999997351,91.7958606273921,,0.0,14.550871766027473,14.550871766027473,,,14.550871766027473,20.898035054774425,,224.48988891425586,14.550871766027473,14.550871766027473,,246.28533747566706,,14.550871766027473,14.99999999997351,,,164.4900082337458,,671.6738774466849,,,164.4900082337458,20.898035054774425,0.0,,14.550871766027473,43.652615298082424,,,200.8979634641723,101.8561023621923,20.898035054774425,278.0825421760884,20.898035054774425,0.0,0.0,0.0,79.10152211888432,20.898035054774425,0.0,317.18280382138386,470.8982139972408,,182.6939500536683,20.898035054774425,,,254.48982925290002,14.550871766027473,79.10152211888432,,194.48994857455898,233.59106014921133,14.550871766027473,242.69418867690155,246.28599345042394,14.550871766027473,14.550871766027473,146.28613800141818,"{""type"":""Point"",""coordinates"":[105.61828675243437,14.056223015259727]}"
288,,43.68917481374821,14.563058271249403,14.563058271249403,62.71957806790545,,14.563058271249403,14.563058271249403,14.563058271249403,,14.563058271249403,0.0,14.563058271249403,20.906522097446313,,20.906522097446313,14.563058271249403,14.99999999997351,62.71955451658678,0.0,0.0,0.0,,14.563058271249403,14.563058271249403,14.563058271249403,43.68917481374821,,14.563058271249403,14.563058271249403,,,0.0,0.0,0.0,,,14.563058271249403,14.563058271249403,,,14.563058271249403,,14.99999999997351,,,14.563058271249403,14.563058271249403,43.68917481374821,14.563058271249403,43.68917481374821,0.0,,,43.68917481374821,14.563058271249403,14.563058271249403,14.563058271249403,20.906522097446313,43.68917481374821,0.0,14.563058271249403,50.90653387295984,14.563058271249403,14.563058271249403,0.0,79.15875518244393,,14.563058271249403,0.0,14.563058271249403,,14.563058271249403,0.0,20.906522097446313,,,0.0,14.563058271249403,14.563058271249403,,43.68917481374821,14.563058271249403,14.563058271249403,"{""type"":""Point"",""coordinates"":[104.67899733127588,13.863306743603703]}"
289,14.556287554552533,,14.556287554552533,0.0,50.90179445598476,,45.000000000053305,0.0,72.78143777276267,170.90186562731841,0.0,0.0,0.0,20.90180631838679,528.506632563062,0.0,0.0,,170.9017470040284,0.0,0.0,15.000000000017767,291.874901992553,20.90180631838679,14.556287554552533,0.0,,,0.0,0.0,164.50910276384792,104.50898414196658,0.0,0.0,0.0,,,220.9590120376968,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,43.6688626636576,874.1271287151369,15.000000000017767,0.0,,,0.0,0.0,0.0,91.81794813456366,353.83131817491216,0.0,0.0,0.0,20.90180631838679,120.9304891764045,0.0,50.90179445598476,133.62149111589912,,433.7064062990777,0.0,0.0,,62.705430817380815,0.0,45.000000000053305,,0.0,45.000000000053305,0.0,15.000000000017767,,260.90171141288243,0.0,14.556287554552533,"{""type"":""Point"",""coordinates"":[104.61218771869139,13.970753168273168]}"
290,,,0.0,62.70596454645113,122.70598826376609,,0.0,14.556543020773375,0.0,246.3435679269454,0.0,20.90198422916253,0.0,15.000000000017767,15.000000000017767,0.0,122.70598826376609,50.901972369985636,50.01507027070928,0.0,14.556543020773375,43.669629062320126,0.0,0.0,14.556543020773375,0.0,,,0.0,14.556543020773375,,0.0,0.0,0.0,50.901996088161596,50.901996088161596,,14.556543020773375,0.0,,,14.556543020773375,20.90198422916253,0.0,,,0.0,0.0,,72.78271510386688,14.556543020773375,50.901996088161596,,,14.556543020773375,50.901996088161596,14.556543020773375,50.901996088161596,14.556543020773375,14.556543020773375,45.000000000053305,0.0,72.78271510386688,14.556543020773375,0.0,50.901996088161596,0.0,,15.000000000017767,14.556543020773375,0.0,,15.000000000017767,14.556543020773375,15.000000000017767,,15.000000000017767,0.0,20.90198422916253,140.90203166373573,62.70596454645113,15.000000000017767,14.556543020773375,20.90198422916253,"{""type"":""Point"",""coordinates"":[105.29712244772855,13.966724008303048]}"
291,20.903618713253238,,20.903618713253238,0.0,50.90363054222483,,91.8286477818034,0.0,14.558889906509549,14.99999999997351,43.67666971952865,0.0,0.0,14.558889906509549,152.7107378450774,14.99999999997351,0.0,91.82859015485656,,14.558889906509549,0.0,122.71089162618932,14.99999999997351,260.90371333916386,20.903618713253238,0.0,,,91.82859015485656,14.558889906509549,,164.51816453908611,164.51792795433724,20.903618713253238,0.0,0.0,,188.13237914903604,0.0,,62.71086796878429,122.7107733341926,,50.021398526272336,,,179.1819872208607,0.0,62.71086796878429,92.71087979759542,122.7107733341926,0.0,,,133.63592069513462,0.0,14.558889906509549,72.79444953254774,50.90363054222483,0.0,14.558889906509549,91.8286477818034,14.558889906509549,50.021398526272336,20.903618713253238,20.903618713253238,427.16972548340175,,20.903618713253238,0.0,0.0,50.90363054222483,50.021398526272336,0.0,43.67666971952865,,72.79444953254774,,0.0,14.558889906509549,44.999999999920526,101.91222934556684,0.0,14.558889906509549,"{""type"":""Point"",""coordinates"":[105.0076361747677,13.929606469775079]}"
292,0.0,,14.559110673444389,0.0,220.9914287612269,,0.0,0.0,0.0,15.000000000017767,0.0,0.0,0.0,0.0,20.903772472980453,0.0,,,104.51881505895025,0.0,14.559110673444389,108.25843651364679,0.0,194.51863765723718,0.0,0.0,,,,0.0,,0.0,44.999999999964786,0.0,0.0,,,14.559110673444389,0.0,,131.0319960609995,0.0,0.0,14.559110673444389,,175.44473509218523,0.0,0.0,14.559110673444389,175.44442033599148,0.0,0.0,,,0.0,0.0,0.0,20.903772472980453,79.14021516675801,14.559110673444389,0.0,0.0,212.71138837269638,0.0,0.0,0.0,0.0,,0.0,14.559110673444389,0.0,20.903772472980453,20.903772472980453,0.0,15.000000000017767,0.0,0.0,0.0,0.0,14.559110673444389,,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[104.59830051384226,13.926056055026324]}"
293,380.91190420710404,,15.000000000017767,150.16192926208984,844.7159107694599,,296.38379645521644,0.0,218.2085971459443,1328.5229879345065,242.7359110989974,,380.03283748732093,91.87811409323791,,14.570984758787208,218.20810686901063,15.000000000017767,43.71295427636163,200.91197425788735,218.5647713818081,80.91202095402598,0.0,20.912044300865045,134.9999999999829,195.0000000000097,,,50.05401381843946,62.7361445756635,,691.854030755478,50.05401381843946,217.35004741919158,166.6218918887371,255.000000000125,,62.7361445756635,20.912044300865045,248.2086088179029,50.05401381843946,200.91197425788735,0.0,230.91196258324206,,,194.55999970572338,284.55982459073687,224.90583092388593,,236.38395989583213,356.3836330085753,,,170.9119859322582,20.912044300865045,14.570984758787208,254.04780044146034,212.7362029377404,450.4847313164587,131.13886282908487,335.13264945210574,194.55999970572338,101.99689331151046,398.20747644952706,50.91205597396895,1043.5811152315457,,0.0,20.912044300865045,0.0,,182.7359811450516,272.73587607498155,110.91200928028323,,134.9999999999829,182.7361912657818,50.05401381843946,1208.1724539825784,,50.05401381843946,254.55988296347698,,"{""type"":""Point"",""coordinates"":[104.92218637302321,13.736363505011475]}"
294,0.0,,0.0,14.55104310492565,72.75521552462826,,122.69449885052873,0.0,14.55104310492565,,0.0,,0.0,15.000000000017767,104.99999999994733,0.0,0.0,43.65312931477695,15.000000000017767,0.0,50.89814242589085,15.000000000017767,,,0.0,15.000000000017767,,,14.55104310492565,14.55104310492565,,14.55104310492565,0.0,0.0,0.0,,,14.55104310492565,0.0,,,15.000000000017767,0.0,14.55104310492565,,,0.0,0.0,,233.59344647236458,74.99999999995606,0.0,,,122.69449885052873,92.69448692213899,0.0,92.69448692213899,0.0,122.69437956027392,0.0,15.000000000017767,,80.89813049664778,0.0,104.49081948965207,80.89813049664778,,0.0,14.55104310492565,,,92.69441534832289,0.0,62.69445113568936,,170.8982139969725,,0.0,92.69448692213899,166.40858540417355,258.9820823284238,0.0,43.65312931477695,"{""type"":""Point"",""coordinates"":[105.04773169274979,14.053462222747859]}"
295,,,0.0,0.0,91.78541865258052,,0.0,0.0,0.0,,0.0,43.64499654302245,0.0,0.0,20.896266873522432,0.0,15.000000000017767,0.0,,0.0,0.0,14.548332181007483,14.548332181007483,,0.0,0.0,,,0.0,0.0,,15.000000000017767,,0.0,14.548332181007483,,,15.000000000017767,0.0,,,0.0,0.0,15.000000000017767,,,0.0,0.0,,20.896266873522432,14.548332181007483,14.548332181007483,,,15.000000000017767,0.0,0.0,49.9929312355374,20.896266873522432,0.0,15.000000000017767,15.000000000017767,0.0,0.0,0.0,0.0,20.896266873522432,,15.000000000017767,0.0,14.548332181007483,,0.0,14.548332181007483,14.548332181007483,,15.000000000017767,14.548332181007483,0.0,20.896266873522432,20.896266873522432,45.000000000053305,0.0,14.548332181007483,"{""type"":""Point"",""coordinates"":[105.51897505934323,14.095944692862364]}"
296,14.99999999997351,271.9181482202191,175.57976055623826,14.578789927193542,50.91747192309955,,271.92686884830835,0.0,204.73724079421393,,421.5181754199467,334.04440146202006,0.0,0.0,994.521715428629,133.74488463089816,50.075063348833666,606.6047531811432,110.917448779865,422.78490788861285,0.0,0.0,338.25759443384874,,,14.578789927193542,80.91750663636988,,337.84810259157445,44.999999999920526,,,20.917483494446582,14.99999999997351,74.99999999991181,,,50.91747192309955,0.0,,0.0,301.08424946406694,,,,,437.9982871439721,14.578789927193542,266.85526545897744,779.0145597085111,50.91749506550137,0.0,,,14.99999999997351,146.4224886001011,0.0,0.0,279.53245185135415,296.0131008895442,0.0,14.99999999997351,,62.75243891204569,20.917483494446582,,923.530380785812,14.578789927193542,50.91747192309955,0.0,,,146.4224886001011,0.0,110.917448779865,539.4152273061612,,733.3760118519642,0.0,50.91749506550137,,176.42219931699864,0.0,44.999999999920526,"{""type"":""Point"",""coordinates"":[104.95111154119837,13.610172220793824]}"
297,0.0,,0.0,0.0,43.664822717505665,,15.000000000017767,0.0,15.000000000017767,,108.23051395220192,50.01075032886102,20.90086851719058,0.0,,0.0,15.000000000017767,176.30588954379522,,20.90086851719058,43.664822717505665,0.0,20.90086851719058,91.81247548365417,20.90086851719058,,,,80.90084475783678,14.554940905835222,0.0,224.50443761762966,14.554940905835222,0.0,43.664822717505665,0.0,,0.0,0.0,14.554940905835222,,15.000000000017767,62.7026174309427,0.0,,0.0,14.554940905835222,0.0,50.900880396597074,546.3926643205189,45.000000000053305,0.0,,,14.554940905835222,0.0,45.000000000053305,14.554940905835222,108.23051395220192,72.7747045291761,20.90086851719058,0.0,290.9009754237372,15.000000000017767,15.000000000017767,50.01075032886102,80.90084475783678,43.664822717505665,0.0,72.7747045291761,0.0,,0.0,50.90085663763809,15.000000000017767,,0.0,0.0,15.000000000017767,15.000000000017767,,14.554940905835222,0.0,0.0,"{""type"":""Point"",""coordinates"":[104.45754114458349,13.992002940790275]}"
298,50.8999055670256,79.1142181127879,50.8999055670256,43.660725486587296,164.4994207594355,0.0,134.99999999980585,44.999999999964786,0.0,50.89992936077461,72.76787581097882,0.0,0.0,0.0,,14.553575162195765,20.89991746400484,134.99999999980585,,50.00706778839637,0.0,14.553575162195765,0.0,,79.1142181127879,0.0,,,20.89991746400484,44.999999999964786,,15.000000000017767,,50.00706778839637,0.0,79.1142181127879,,62.699740494999745,0.0,,,166.4356690859625,15.000000000017767,,,,44.999999999964786,,50.89992936077461,250.03538652870182,79.1142181127879,15.000000000017767,,,0.0,104.99999999977032,0.0,140.89986987468583,175.40667964194847,120.91397280445815,0.0,14.553575162195765,108.22136843717942,175.40636298760617,50.00706778839637,,120.9140649375318,108.22136843717942,278.098745587483,20.89991746400484,122.6996691120377,,79.1142181127879,0.0,0.0,,20.89991746400484,15.000000000017767,20.89991746400484,0.0,43.660725486587296,50.89992936077461,20.89991746400484,122.6996691120377,"{""type"":""Point"",""coordinates"":[104.57582720638123,14.013620992308978]}"
299,304.5375514473496,,0.0,288.1205202347779,14.554241219465318,,0.0,14.554241219465318,50.90036938725447,,0.0,0.0,0.0,0.0,,14.554241219465318,72.7712060973266,14.554241219465318,108.22582859258658,14.99999999997351,104.99999999994735,62.70113193889679,266.46053278820045,0.0,0.0,0.0,,,0.0,14.99999999997351,,0.0,0.0,0.0,80.90035749852899,,,0.0,0.0,,,0.0,0.0,,,20.900381275794672,0.0,0.0,404.5537670737898,622.5243621706811,0.0,75.00000000000033,,,0.0,44.999999999964786,91.80963815461661,50.00886371472531,44.999999999920526,14.99999999997351,91.80958023327986,146.3025619331878,,104.50185882483919,20.900381275794672,20.900381275794672,50.00886371472531,72.7712060973266,152.7011913792691,14.99999999997351,43.662723658395954,,14.99999999997351,0.0,282.87672322617044,,0.0,0.0,110.90041694000396,254.50201336894304,80.90040505213231,140.90033372054043,104.50185882483919,,"{""type"":""Point"",""coordinates"":[104.7602082878281,14.003199671176853]}"
300,20.892451611942025,,0.0,166.3209681954532,45.000000000053305,49.97815492864426,0.0,75.00000000008885,208.10588345135466,,0.0,20.892451611942025,,0.0,,,0.0,14.542851658351118,92.67737889964813,0.0,0.0,49.97815492864426,,,14.542851658351118,166.3209681954532,,,0.0,0.0,,62.67736686784352,14.542851658351118,0.0,20.892451611942025,,,91.76307018454575,14.542851658351118,,,15.000000000017767,14.542851658351118,,,,0.0,45.000000000053305,,,20.892451611942025,14.542851658351118,,,14.542851658351118,0.0,191.71941613763823,195.4066715121554,92.67737889964813,62.67736686784352,15.000000000017767,49.97815492864426,,14.542851658351118,50.89243957974354,122.67739093117942,49.97815492864426,,45.000000000053305,62.677342803592055,0.0,,20.892451611942025,49.97815492864426,366.23363603785157,1173.2591069136045,0.0,15.000000000017767,642.308354166228,542.6767651747848,,220.80511945434046,14.542851658351118,14.542851658351118,"{""type"":""Point"",""coordinates"":[104.73844829495889,14.181707429193228]}"
301,0.0,14.562415650974923,14.562415650974923,0.0,14.562415650974923,20.906074466311573,0.0,20.906074466311573,50.90608625008553,,0.0,0.0,0.0,0.0,0.0,20.906074466311573,14.99999999997351,0.0,0.0,80.9060508979949,14.99999999997351,14.99999999997351,0.0,,14.562415650974923,108.28056837216113,75.00000000000033,50.90608625008553,14.562415650974923,0.0,0.0,80.90609803369888,0.0,14.562415650974923,72.81207825487462,14.562415650974923,,0.0,20.906074466311573,0.0,,14.99999999997351,0.0,,,,0.0,14.99999999997351,14.562415650974923,80.90609803369888,110.90610981709486,50.90608625008553,,,14.562415650974923,0.0,14.562415650974923,44.999999999920526,80.90609803369888,20.906074466311573,14.562415650974923,92.71817626264593,80.90609803369888,80.90609803369888,62.71821161492217,43.68724695292477,50.90608625008553,0.0,62.71823518276166,14.562415650974923,14.99999999997351,,110.90610981709486,0.0,79.15573707021127,,20.906074466311573,14.99999999997351,108.28056837216113,43.68724695292477,20.906074466311573,0.0,50.90608625008553,0.0,"{""type"":""Point"",""coordinates"":[104.43053907368888,13.873318957751273]}"
302,,,14.99999999997351,72.71105937130753,62.67603086509675,0.0,0.0,20.892006275011447,149.92930211066582,,0.0,0.0,,92.67597066380783,,,79.06085377205747,43.62663562278452,44.999999999920526,0.0,14.542211874261508,0.0,,0.0,0.0,0.0,,,0.0,49.97643002353446,,74.99999999991181,0.0,0.0,44.999999999964786,,,14.542211874261508,50.89201831502087,,,0.0,49.97643002353446,,,,14.542211874261508,14.99999999997351,,,0.0,20.892006275011447,,,0.0,80.89203035487047,49.97643002353446,149.92930211066582,50.89199423471128,0.0,14.99999999997351,92.67604290494634,14.542211874261508,20.892006275011447,49.97643002353446,253.5673962631956,20.892006275011447,,14.99999999997351,79.06085377205747,130.87990686835357,,79.06085377205747,104.4599832138837,49.97643002353446,179.01372585918884,20.892006275011447,0.0,176.24416432384834,266.2669971047579,,14.99999999997351,14.542211874261508,120.8448783621428,"{""type"":""Point"",""coordinates"":[104.72833620623393,14.19176673143903]}"
303,72.79699643516706,,15.000000000017767,50.02277206237287,79.1415706364397,,15.000000000017767,62.71193228739388,14.559399287033413,,20.903973488306047,43.67819786110024,0.0,92.71187317386924,333.72994342156363,135.00000000002711,,,,62.7119086421934,101.91579500923389,0.0,116.80794697652391,0.0,45.000000000053305,14.559399287033413,,,45.000000000053305,20.903973488306047,,14.559399287033413,20.903973488306047,0.0,50.90398531081732,,,236.32795628408755,62.7119086421934,,72.79699643516706,45.000000000009045,0.0,0.0,,,14.559399287033413,14.559399287033413,,482.71141202673766,0.0,20.903973488306047,,,101.91579500923389,50.02277206237287,108.26036921050652,62.7119086421934,368.1360214776474,43.67819786110024,131.0345935833007,260.9038789006663,,15.000000000017767,80.90399713311135,80.90394984265363,0.0,,43.67819786110024,14.559399287033413,0.0,50.90398531081732,20.903973488306047,50.90396166561684,45.000000000009045,,,15.000000000017767,101.91579500923389,43.67819786110024,,20.903973488306047,43.67819786110024,62.7119086421934,"{""type"":""Point"",""coordinates"":[104.7551459678649,13.921431474643542]}"
304,,,104.5032851400062,43.66395257346473,110.90070218319167,133.6125185968218,134.5033920879365,0.0,120.9206149183677,,91.81125530729369,62.702011487081414,14.554650857821574,0.0,189.21046115168045,104.5032851400062,45.000000000053305,110.90070218319167,50.00996825031662,133.6125185968218,45.000000000053305,79.11926996595977,0.0,165.00000000001842,50.00996825031662,62.701987720742316,,,50.90065465143092,62.701987720742316,,150.02979048039643,80.90069030061775,43.66395257346473,43.66395257346473,43.66395257346473,,133.6125185968218,0.0,,,80.90069030061775,50.90065465143092,120.9206149183677,,,104.5032851400062,15.000000000017767,0.0,189.21046115168045,91.81131320272456,14.554650857821574,,,133.61268192100573,,72.77325428910788,162.72198363664887,194.50310688496086,104.5032851400062,14.554650857821574,0.0,91.81125530729369,20.900666534673466,104.5032851400062,62.702011487081414,133.61268192100573,,79.11926996595977,20.900666534673466,80.90064276793956,163.6124250491554,104.5032851400062,14.554650857821574,0.0,0.0,20.900666534673466,133.61268192100573,91.81125530729369,50.00996825031662,43.66395257346473,50.00996825031662,14.554650857821574,80.90069030061775,"{""type"":""Point"",""coordinates"":[105.28142614072391,13.996490184386934]}"
