system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,Wildlife Sanctuary,Year
0000000000000000001e,50.90389072,14.55929743,0,0,50.90389072,,14.55929743,0,0,50.90391437,0,14.55929743,20.90390255,20.90390255,386.3275188,50.02249742,50.02249742,14.55929743,0,14.55929743,20.90390255,0,,0,62.71169582,20.90390255,,,0,14.55929743,,165,0,0,50.90389072,20.90390255,,14.55929743,15,0,,45,0,0,,,75,14.55929743,14.55929743,302.711412,0,0,20.90390255,,0,15,14.55929743,15,282.9712564,50.90391437,43.6778923,50.02249742,20.90390255,14.55929743,15,91.83025674,208.3046938,140.9038553,0,50.90389072,20.90390255,,0,45,45,,0,0,20.90390255,43.6778923,191.8753446,122.7117431,50.02249742,0,KPWS,2005
0000000000000000001f,50.90534345,0,0,45,75,,0,195.6415224,0,15,14.56134923,179.2068006,75,75,,0,0,50.90534345,150.0839769,0,75,105,92.71601854,0,15,20.90533165,,217.270359,0,45,,0,14.56134923,0,0,62.71600674,,0,62.71598315,,,0,0,,,,14.56134923,20.90533165,20.90533165,131.0521431,0,0,0,,0,105,62.71600674,62.71598315,15,15,62.71600674,170.9053906,0,20.90533165,20.90533165,170.9053906,0,122.7159124,0,175.4598122,15,,14.56134923,20.90533165,91.83864773,,0,0,50.02803011,75,91.83864773,20.90533165,20.90533165,62.71600674,KPWS,2005
20,14.55931441,0,0,20.90391437,20.90391437,,15,75,0,0,14.55931441,20.90391437,0,62.71175494,179.1861108,0,14.55931441,0,62.71173129,0,20.90391437,50.90390255,62.71173129,359.1057365,0,,,,14.55931441,15,,133.638248,0,0,50.9039262,,,14.55931441,20.90391437,,43.67794323,0,45,0,,146.327507,0,15,,91.83038376,14.55931441,14.55931441,15,,0,0,15,20.90391437,50.90390255,43.67794323,91.83038376,20.90391437,14.55931441,,0,50.90390255,0,,14.55931441,43.67794323,14.55931441,72.79657205,0,43.67794323,237.4235279,20.90391437,0,0,262.8020223,20.90391437,,80.90393802,0,50.90390255,KPWS,2005
21,80.89638649,,0,0,49.99348713,,0,0,20.89641042,,0,56.79282083,0,50.89639846,120.883304,15,79.09056384,,,0,15,49.99348713,,,0,20.89641042,,175.3720573,0,0,,14.54853836,0,0,50.89639846,301.6537779,,0,49.99348713,,,49.99348713,20.89641042,,,,0,0,311.8671775,233.5662107,0,0,,,14.54853836,50.89639846,0,50.89639846,140.8963626,0,14.54853836,20.89641042,0,43.64561507,0,20.89641042,20.89641042,,176.2746815,20.89641042,15,,0,0,230.8964941,,14.54853836,0,133.5790122,15,176.2749925,0,0,45,KPWS,2006
22,50.9006903,15,0,0,20.90067842,,0,0,14.55466792,104.5034396,0,15,0,14.55466792,14.55466792,15,0,14.55466792,,0,0,15,0,0,0,0,,,,0,,20.90067842,0,0,0,0,,0,0,0,,0,14.55466792,43.66400377,,14.55466792,0,0,72.77333961,391.7077737,0,0,,,14.55466792,20.90067842,0,14.55466792,20.90067842,14.55466792,0,0,0,14.55466792,0,14.55466792,14.55466792,,0,0,0,,50.01001426,0,15,,0,0,14.55466792,0,,62.70204714,0,0,KPWS,2006
23,92.71364579,0,0,20.90456435,43.68074283,,14.56024761,122.7136104,0,,0,0,0,20.90456435,,0,50.90457616,43.68074283,122.7136104,0,110.9045289,20.90456435,0,,0,0,15,,0,0,,79.14555479,0,0,15,80.90458797,,45,14.56024761,,,15,0,,,,0,15,20.90456435,0,0,14.56024761,,,0,0,75,0,15,14.56024761,50.90455253,346.431215,45,0,45,194.5225973,0,101.9217333,0,50.90455253,0,,0,75,0,,15,0,80.90454072,92.71371666,50.90455253,0,0,120.9546953,KPWS,2006
24,15,0,0,0,50.02245164,,14.55928046,0,14.55928046,62.711684,14.55928046,15,0,0,404.5196191,15,14.55928046,20.90389072,0,50.02245164,15,0,,0,50.9038789,0,,,0,0,,135,0,0,15,43.67784137,,20.90389072,14.55928046,0,,15,0,0,,,110.9039262,0,50.02245164,260.9037961,0,14.55928046,62.711684,,0,14.55928046,0,14.55928046,247.5077678,75,79.14101255,14.55928046,15,0,14.55928046,50.02245164,250.1123055,122.7115894,0,15,0,,15,14.55928046,20.90389072,,0,0,0,20.90389072,175.4459024,140.903938,14.55928046,0,KPWS,2006
25,,,14.55495796,14.55495796,236.3063053,,15,43.66487389,0,,0,0,80.90090415,0,0,122.7026768,43.66487389,20.9008804,0,0,20.9008804,14.55495796,,,0,15,,,15,15,,91.81251112,,0,0,,,14.55495796,14.55495796,,,50.90086852,0,0,,,20.9008804,0,20.9008804,,0,80.90090415,,,0,134.5042951,110.9008448,43.66487389,50.90089228,14.55495796,79.12071225,278.1074127,45,14.55495796,14.55495796,15,50.90089228,,0,14.55495796,,,62.70262931,50.01079632,120.9224849,,43.66487389,0,101.8847057,146.3060559,14.55495796,146.3062697,0,0,KPWS,2006
26,,,14.55853317,0,0,,45,0,0,,0,20.90337025,0,20.90337025,20.90337025,20.90337025,0,0,15,14.55853317,0,0,0,,0,0,,,0,0,,15,14.55853317,0,14.55853317,,,15,0,,,14.55853317,0,,,50.02043659,14.55853317,0,122.7100279,45,20.90337025,0,,,15,,0,43.6755995,50.02043659,14.55853317,0,0,,15,15,15,14.55853317,,14.55853317,0,14.55853317,,15,104.5168986,79.13750292,,45,14.55853317,14.55853317,152.7101581,,20.90337025,0,,KPWS,2006
27,,,0,0,50.90066653,,0,14.55466792,0,,0,50.01001426,0,0,,14.55466792,0,45,140.9007259,14.55466792,14.55466792,15,,20.90067842,0,0,,,0,0,,92.70198772,0,0,0,,,75,0,,,0,0,75,,,0,0,14.55466792,,0,0,,,45,20.90067842,14.55466792,14.55466792,,0,179.1392302,50.01001426,92.70198772,15,0,0,62.70204714,,45,0,,0,43.66400376,14.55466792,0,,50.90066653,0,0,,91.81132508,62.70202337,0,,KPWS,2006
28,,,0,20.9031217,110.9031572,,0,45,14.55817629,,0,20.9031217,0,175.4379959,,0,20.9031217,,,15,50.90310986,14.55817629,,0,,0,,,0,15,,0,0,14.55817629,0,,,0,20.9031217,,,0,0,75,,,14.55817629,15,15,,0,14.55817629,,,14.55817629,80.90314538,20.9031217,188.1282847,0,0,80.90314538,362.7089981,,0,14.55817629,75,0,,0,0,166.4848846,0,50.90313354,15,248.1283084,,75,0,50.01947427,324.7565501,,391.9427527,0,,KPWS,2006
29,,,0,50.03104262,366.6542882,,14.5624664,15,0,,0,50.03104262,0,140.9061569,50.9061216,20.90610982,43.6873992,20.90610982,14.5624664,0,50.03104262,15,0,0,,0,79.15597542,,0,0,,0,14.5624664,0,0,0,,0,0,140.9061569,14.5624664,0,,20.90610982,,,0,0,0,80.90613338,0,50.03104262,,,14.5624664,0,14.5624664,355.4031127,45,14.5624664,50.03104262,217.2795973,0,15,20.90610982,135,15,,0,0,0,,14.5624664,122.718247,204.5927404,,,0,262.8419879,302.7184355,0,20.90610982,0,14.5624664,KPWS,2006
0000000000000000002a,,,0,0,152.7093769,,14.55815929,15,0,,14.55815929,0,0,133.6317525,0,0,0,,15,20.90310986,15,20.90310986,,14.55815929,,0,,,0,0,,14.55815929,0,0,14.55815929,,,14.55815929,0,,,14.55815929,0,43.67447786,,,15,0,0,,14.55815929,0,,,0,92.70935326,0,224.5152652,20.90310986,20.90310986,92.70935326,320.9029915,,0,14.55815929,50.90309802,14.55815929,,0,0,208.2909343,0,75,14.55815929,289.9345281,,110.9031454,14.55815929,14.55815929,366.5624638,,375.5160973,0,,KPWS,2007
0000000000000000002b,,,0,15,0,,0,104.5095535,0,,0,0,0,312.0303775,152.7057511,0,,45,,0,15,0,15,,,14.55642381,,,0,0,,79.12759646,0,0,0,,,0,14.55642381,,0,0,20.90190121,0,,0,0,50.01474884,20.90190121,0,0,14.55642381,,,0,15,15,45,20.90190121,0,166.4661393,204.5386926,,0,0,20.90190121,0,,0,15,,,14.55642381,50.90188935,72.78211906,,15,0,140.9018538,246.3423439,0,15,14.55642381,0,KPWS,2007
0000000000000000002c,,,0,50.0057776,50.0057776,,0,0,0,,0,15,45,195,0,20.89958427,108.2181643,14.55309667,20.89958427,0,43.65929,75,,72.76548333,0,120.9110592,,,20.89958427,14.55309667,,14.55309667,15,0,15,,,0,72.76548333,,,15,,45,,,0,43.65929,50.0057776,50.89957236,14.55309667,20.89958427,,,14.55309667,0,122.6986695,43.65929,218.29645,15,451.6932384,260.899489,104.4979689,0,0,14.55309667,14.55309667,,,45,0,,0,43.65929,146.2969827,,300.8001551,0,105,130.97787,266.2966494,288.1071741,14.55309667,0,KPWS,2007
0000000000000000002d,,,0,14.55785327,260.9029915,,72.78926635,72.78926635,0,,14.55785327,,45,320.4172383,,20.90289673,0,75,104.514531,14.55785327,134.5143771,14.55785327,,0,0,14.55785327,,,0,20.90289673,,50.01860328,,0,14.55785327,,,45,15,,20.90289673,80.90292042,15,,,,15,62.70867836,20.90289673,166.4814294,50.01860328,101.9049729,,,104.5144363,0,75,134.5145429,92.70871389,104.514531,122.7087257,104.5144363,166.4814294,79.13430982,0,,45,,92.70864283,0,45,91.82435089,137.3657229,45,43.67355981,,189.2520925,14.55785327,108.2500164,92.70864283,79.13430982,108.2500164,0,14.55785327,KPWS,2007
0000000000000000002e,,,0,0,296.3151109,,0,43.67070165,14.55690055,,0,20.90223322,0,408.3388166,50.90224508,0,0,,0,0,15,20.90223322,75,0,0,14.55690055,,,0,0,,15,0,0,14.55690055,,,0,0,,,14.55690055,0,,,,14.55690055,50.01603432,0,15,14.55690055,0,,,0,91.82045487,72.78450276,50.90222137,45,0,50.90222137,480.7499296,14.55690055,14.55690055,0,104.5111187,14.55690055,,0,43.67070165,50.90222137,,20.90223322,133.6248517,108.2436365,,0,0,284.5112846,345,0,50.90222137,0,,KPWS,2007
0000000000000000002f,,,43.66845383,20.90171141,110.9016758,,0,0,0,,0,20.90171141,0,204.5362738,,14.55615128,14.55615128,104.5086045,72.78075638,20.90171141,15,20.90171141,0,,0,0,,,0,45,,43.66845383,0,0,104.5086045,,,104.5086045,0,,,14.55615128,0,14.55615128,,,0,14.55615128,15,,50.01401397,20.90171141,,,91.81739085,14.55615128,80.90168768,92.70508678,50.90169955,0,152.7050156,254.508213,,50.01401397,0,62.70512237,20.90171141,,0,0,,,91.81744866,92.70515797,75,,79.12631652,0,79.12631652,188.1152129,208.2666589,204.5366918,0,80.90168768,KPWS,2007
30,62.68918341,,0,14.54852118,50.89641042,,0,0,,,0,,14.54852118,49.99344081,79.09048316,50.89641042,62.68918341,,,14.54852118,0,49.99344081,,,0,0,,175.3719392,0,14.54852118,,49.99344081,,0,49.99344081,343.4465748,,0,50.89641042,,,15,15,,,,0,14.54852118,302.6888963,275.3589045,14.54852118,20.89639846,,,0,15,15,49.99344081,122.6891116,20.89639846,14.54852118,62.68920733,0,14.54852118,0,0,49.99344081,,134.4818846,0,14.54852118,,15,0,220.869839,0,15,0,110.8963626,0,218.0677894,0,0,15,KPWS,2007
31,,,0,50.03104262,366.6542882,,14.5624664,15,0,,0,50.03104262,0,140.9061569,50.9061216,20.90610982,43.6873992,20.90610982,14.5624664,0,50.03104262,15,0,0,,0,79.15597542,,0,0,,0,14.5624664,0,0,0,,0,0,140.9061569,14.5624664,0,,20.90610982,,,0,0,0,80.90613338,0,50.03104262,,,14.5624664,0,14.5624664,355.4031127,45,14.5624664,50.03104262,217.2795973,0,15,20.90610982,135,15,,0,0,0,,14.5624664,122.718247,204.5927404,,,0,262.8419879,302.7184355,0,20.90610982,0,14.5624664,KPWS,2007
32,,15,0,320.9065339,43.68973262,,62.71994308,14.56324421,0,,0,0,0,50.03314003,221.0392588,15,92.7199784,62.71996662,92.71990776,0,14.56324421,15,0,0,,50.03314003,14.56324421,,0,0,,72.81622103,14.56324421,14.56324421,15,14.56324421,,80.90662807,62.71994308,91.84645503,,0,14.56324421,50.03314003,,,0,14.56324421,,146.3464554,0,20.90665162,,,0,20.90665162,50.03314003,260.9065574,0,20.90665162,75,272.7196958,,15,50.90666339,45,20.90665162,,0,43.68973262,0,14.56324421,14.56324421,15,50.03314003,,20.90665162,43.68973262,43.68973262,259.9727439,0,50.03314003,14.56324421,14.56324421,KPWS,2007
33,20.89480575,,0,0,0,0,0,14.54623344,0,0,0,0,14.54623344,15,0,0,20.89480575,62.68442923,0,0,0,75,0,20.89480575,0,0,,14.54623344,0,20.89480575,,0,0,0,0,14.54623344,,0,0,,,0,20.89480575,,,,0,0,188.0530599,,0,0,,,0,80.89478177,0,43.63870031,0,0,0,0,0,0,0,224.5420739,0,0,14.54623344,43.63870031,0,,0,0,79.0797395,,0,0,14.54623344,,20.89480575,20.89480575,0,14.54623344,KPWS,2007
34,14.5632104,14.5632104,0,15,15,,0,0,15,15,0,14.5632104,0,72.81605201,,0,50.90663984,0,0,0,164.533211,0,194.5329166,,0,15,,,0,14.5632104,,45,14.5632104,14.5632104,43.68963121,162.7857996,,152.7199313,14.5632104,91.84625944,,0,20.90662807,14.5632104,,0,0,0,,,0,0,,,80.90665162,0,14.5632104,120.9726464,0,14.5632104,110.9066634,79.15946968,0,20.90662807,0,204.5989293,14.5632104,,0,0,15,62.71989598,20.90662807,20.90662807,43.68963121,15,14.5632104,0,134.5331992,62.71987243,,50.03304887,0,150.0990334,KPWS,2007
35,0,0,0,0,75,0,14.55863511,14.55863511,50.02071147,,0,43.67590532,0,15,,14.55863511,0,14.55863511,79.13798168,14.55863511,0,122.7102409,212.7103947,,0,0,,166.4897923,0,0,,50.90342942,0,0,0,79.13798168,,104.5172536,0,,,0,0,,,,0,0,80.90341759,236.3242307,14.55863511,0,0,,0,0,14.55863511,14.55863511,45,50.02071147,15,0,0,43.67590532,0,43.67590532,14.55863511,20.90344125,104.5172536,0,72.79317553,,20.90344125,0,0,,20.90344125,0,0,20.90344125,43.67590532,188.1311606,0,0,KPWS,2007
36,20.90389072,,0,14.55928046,20.90389072,,14.55928046,0,0,80.90391437,14.55928046,20.90389072,14.55928046,14.55928046,416.3274479,20.90389072,20.90389072,14.55928046,0,20.90389072,20.90389072,0,,,45,14.55928046,,,0,0,,135,0,0,20.90389072,14.55928046,,14.55928046,0,0,,20.90389072,0,0,,,91.83024491,14.55928046,20.90389072,272.711412,0,14.55928046,50.90390255,,0,0,0,0,276.6263287,80.90391437,50.02245164,43.67784137,14.55928046,14.55928046,0,79.14101255,220.9937446,110.9038553,0,20.90389072,14.55928046,,15,15,15,,0,14.55928046,14.55928046,45,204.5644633,152.7117195,20.90389072,0,KPWS,2007
37,15,,0,0,14.54623344,0,0,15,14.54623344,0,0,0,0,15,0,0,45,50.89481774,0,0,0,80.89482973,0,15,0,0,,0,0,49.98727262,,0,0,0,0,43.63870031,,0,0,,,0,45,0,,,0,0,217.145389,,0,14.54623344,,,0,75,0,72.73116719,0,0,0,14.54623344,14.54623344,14.54623344,0,253.6345408,0,0,0,45,0,,0,0,108.1722064,,0,0,0,,15,15,0,0,KPWS,2008
38,79.06142235,0,0,0,49.97675645,,49.97675645,14.54233295,62.67628369,320.8922109,20.89209055,79.06142235,49.97675645,49.97675645,224.4847518,15,0,0,137.2307541,14.54233295,14.54233295,0,104.4605009,15,0,15,,,0,0,,62.67625961,,0,0,0,,62.67625961,0,,,14.54233295,43.62699885,0,,,0,0,15,,0,284.4605731,,,0,15,0,92.67629573,49.97675645,14.54233295,120.8455222,45,43.62699885,0,170.8921507,287.9826288,14.54233295,20.89209055,120.8455222,313.3807683,72.71166474,,92.67629573,284.4605731,387.9362741,137.2307541,15,49.97675645,50.89210259,,104.4605009,0,0,14.54233295,KPWS,2008
39,62.68918341,,0,14.54852118,50.89641042,,0,0,,,0,,14.54852118,49.99344081,79.09048316,50.89641042,62.68918341,,,14.54852118,0,49.99344081,,,0,0,,175.3719392,0,14.54852118,,49.99344081,,0,49.99344081,343.4465748,,0,50.89641042,,,15,15,,,,0,14.54852118,302.6888963,275.3589045,14.54852118,20.89639846,,,0,15,15,49.99344081,122.6891116,20.89639846,14.54852118,62.68920733,0,14.54852118,0,0,49.99344081,,134.4818846,0,14.54852118,,15,0,220.869839,0,15,0,110.8963626,0,218.0677894,0,0,15,KPWS,2008
0000000000000000003a,,,0,0,20.90196051,,0,43.66952689,14.55650896,,0,0,0,75,146.3138303,62.70589339,0,20.90196051,,0,14.55650896,14.55650896,182.7057274,,0,0,,,80.90198423,0,,133.6228679,0,0,14.55650896,,,14.55650896,0,,14.55650896,20.90196051,0,0,,14.55650896,14.55650896,15,,0,45,15,,,14.55650896,50.90194865,0,20.90196051,0,14.55650896,50.90197237,296.3132017,0,14.55650896,14.55650896,50.90197237,0,,0,14.55650896,,,14.55650896,20.90196051,15,,14.55650896,0,200.9018893,170.9019012,0,0,0,,KPWS,2008
0000000000000000003b,,,0,0,204.5406218,,14.5565941,15,0,,14.5565941,43.66978231,43.66978231,300.8388144,50.90200795,0,45,43.66978231,0,14.5565941,45,20.90201981,0,0,0,45,,,0,45,,50.01520801,0,0,62.70607127,,,0,45,,,0,,0,,,14.5565941,80.90199609,92.70608313,,0,105,,,0,0,45,0,0,0,165,182.7059052,108.2415844,15,43.66978231,279.1887722,0,,20.90201981,45,62.70604756,43.66978231,50.01520801,20.90201981,308.3018923,,14.5565941,0,134.5101583,,15,0,45,276.575288,KPWS,2008
0000000000000000003c,,,0,50.0057776,50.0057776,,0,0,0,,0,15,45,195,0,20.89958427,108.2181643,14.55309667,20.89958427,0,43.65929,75,,72.76548333,0,120.9110592,,,20.89958427,14.55309667,,14.55309667,15,0,15,,,0,72.76548333,,,15,,45,,,0,43.65929,50.0057776,50.89957236,14.55309667,20.89958427,,,14.55309667,0,122.6986695,43.65929,218.29645,15,451.6932384,260.899489,104.4979689,0,0,14.55309667,14.55309667,,,45,0,,0,43.65929,146.2969827,,300.8001551,0,105,130.97787,266.2966494,288.1071741,14.55309667,0,KPWS,2008
0000000000000000003d,,,14.55379724,0,72.76898618,,43.66139171,0,14.55379724,,14.55379724,0,0,14.55379724,182.7000617,150.0228854,0,50.900084,,43.66139171,0,20.9000721,,122.700252,0,0,,,50.900084,0,,15,14.55379724,0,14.55379724,,,206.3002312,0,,,20.9000721,0,0,,,0,0,,50.900084,0,0,,,206.3002312,0,0,0,344.4998371,15,50.00766658,14.55379724,,15,0,14.55379724,146.3003977,,20.9000721,0,0,162.7153652,133.6078391,20.9000721,0,,15,14.55379724,0,62.70020442,,146.3003977,0,0,KPWS,2008
0000000000000000003e,,,0,0,175.4350736,,0,72.78875621,14.55775124,,0,0,0,194.5139033,,0,0,0,79.13383064,0,14.55775124,0,,0,0,14.55775124,,,14.55775124,0,,79.13383064,14.55775124,0,0,,,14.55775124,14.55775124,,,50.90281383,,14.55775124,,,0,0,0,91.82393366,0,20.90282568,,,15,14.55775124,0,79.13383064,91.82393366,14.55775124,206.3195073,160.1352637,0,20.90282568,0,,14.55775124,,0,20.90282568,20.90282568,140.902873,75,14.55775124,72.78875621,,108.2493331,0,206.3195073,15,108.2493331,20.90282568,0,,KPWS,2008
0000000000000000003f,,,43.65954639,0,50.00600804,,43.65954639,0,15,14.55318213,43.65954639,15,0,0,329.9072589,220.9233548,0,,259.0019773,43.65954639,0,0,,,0,0,,,0,0,,104.4981713,0,14.55318213,0,,,254.4978737,0,,,20.89964378,0,,,,43.65954639,0,15,137.3251008,20.89964378,0,,,72.76591065,20.89964378,0,43.65954639,218.0964965,254.4978737,20.89964378,0,,204.5099227,0,14.55318213,20.89964378,,160.0850034,0,0,,195.5378293,0,15,,218.0964965,50.00600804,0,0,72.76591065,0,0,0,KPWS,2008
40,,20.90665162,14.56324421,315,50.90666339,,91.84639769,0,0,,0,0,0,20.90665162,191.9127704,15,80.90667516,50.90666339,104.533211,14.56324421,0,20.90665162,14.56324421,0,,20.90665162,0,,0,0,,101.9427094,0,0,20.90665162,0,,62.71994308,50.90663984,120.9729434,,0,0,20.90665162,,,0,0,,175.4728424,14.56324421,14.56324421,,,14.56324421,15,20.90665162,255,14.56324421,50.03314003,80.90662807,260.9065574,,15,62.71996662,20.90665162,50.03314003,,14.56324421,14.56324421,0,0,0,14.56324421,20.90665162,,20.90665162,62.71994308,14.56324421,248.1594642,0,79.15962844,0,0,KPWS,2008
41,62.68918341,,0,14.54852118,50.89641042,,0,0,,,0,,14.54852118,49.99344081,79.09048316,50.89641042,62.68918341,,,14.54852118,0,49.99344081,,,0,0,,175.3719392,0,14.54852118,,49.99344081,,0,49.99344081,343.4465748,,0,50.89641042,,,15,15,,,,0,14.54852118,302.6888963,275.3589045,14.54852118,20.89639846,,,0,15,15,49.99344081,122.6891116,20.89639846,14.54852118,62.68920733,0,14.54852118,0,0,49.99344081,,134.4818846,0,14.54852118,,15,0,220.869839,0,15,0,110.8963626,0,218.0677894,0,0,15,KPWS,2009
42,122.6876877,,0,0,14.54778215,0,0,14.54778215,14.54778215,,14.54778215,0,0,62.68766379,50.89587197,0,0,14.54778215,,15,62.68766379,14.54778215,,0,0,166.3737055,,49.99144825,14.54778215,0,,43.64334646,,0,45,,,14.54778215,45,,,14.54778215,0,,,,0,50.89589591,14.54778215,,0,0,,,14.54778215,0,75,20.89588394,137.2781412,14.54778215,43.64334646,20.89588394,295.4518792,15,0,15,0,,188.0627639,0,,20.89588394,14.54778215,0,92.68767576,14.54778215,0,0,91.7832281,,122.687568,0,0,15,KPWS,2009
43,,,0,50.03104262,366.6542882,,14.5624664,15,0,,0,50.03104262,0,140.9061569,50.9061216,20.90610982,43.6873992,20.90610982,14.5624664,0,50.03104262,15,0,0,,0,79.15597542,,0,0,,0,14.5624664,0,0,0,,0,0,140.9061569,14.5624664,0,,20.90610982,,,0,0,0,80.90613338,0,50.03104262,,,14.5624664,0,14.5624664,355.4031127,45,14.5624664,50.03104262,217.2795973,0,15,20.90610982,135,15,,0,0,0,,14.5624664,122.718247,204.5927404,,,0,262.8419879,302.7184355,0,20.90610982,0,14.5624664,KPWS,2009
44,0,,0,14.54100027,45,,0,0,146.238249,79.055164,0,14.54100027,0,62.67347675,0,0,0,,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,,,0,14.54100027,,,0,15,,,,0,,15,0,0,105,,,0,14.54100027,79.055164,301.5855642,15,14.54100027,0,92.67344058,0,0,43.6230008,233.4842506,0,20.89116294,0,50.89115088,15,,14.54100027,62.67350086,14.54100027,256.21544,15,0,120.8375019,,14.54100027,266.2475046,0,72.70500134,KPWS,2009
45,,,0,14.55649193,43.6694758,,0,15,0,,0,14.55649193,0,62.70583409,152.7058934,108.2409003,0,14.55649193,,0,14.55649193,14.55649193,146.3137473,0,0,14.55649193,,,105,0,,91.81884168,0,0,0,,,0,0,,15,0,0,0,,15,0,14.55649193,,0,50.01493252,14.55649193,,,14.55649193,75,15,50.01493252,14.55649193,50.01493252,80.90197237,242.7056206,0,14.55649193,14.55649193,50.90196051,0,,0,43.6694758,,,14.55649193,79.12791638,62.70585781,,20.90194865,0,170.9018893,140.9019012,14.55649193,0,0,,KPWS,2009
46,,,0,0,175.4350736,,0,72.78875621,14.55775124,,0,0,0,194.5139033,,0,0,0,79.13383064,0,14.55775124,0,,0,0,14.55775124,,,14.55775124,0,,79.13383064,14.55775124,0,0,,,14.55775124,14.55775124,,,50.90281383,,14.55775124,,,0,0,0,91.82393366,0,20.90282568,,,15,14.55775124,0,79.13383064,91.82393366,14.55775124,206.3195073,160.1352637,0,20.90282568,0,,14.55775124,,0,20.90282568,20.90282568,140.902873,75,14.55775124,72.78875621,,108.2493331,0,206.3195073,15,108.2493331,20.90282568,0,,KPWS,2009
47,,,0,0,50.90250582,,0,14.55730898,0,,0,,0,14.55730898,515.8510231,104.5126357,0,14.55730898,,14.55730898,14.55730898,14.55730898,,0,0,105,,,14.55730898,0,,0,0,0,14.55730898,,,15,0,,,0,0,104.5126357,,,0,0,,0,0,0,,,0,0,15,50.01713563,188.1224694,0,43.67192695,14.55730898,314.5121262,14.55730898,0,50.90250582,0,,45,0,14.55730898,528.5408842,15,0,15,,50.01713563,0,170.9025769,14.55730898,0,14.55730898,0,14.55730898,KPWS,2009
48,,,0,15,43.66272366,,0,0,133.610273,,0,0,0,50.00886371,20.90038128,14.55424122,,15,,14.55424122,50.90039316,14.55424122,0,14.55424122,0,50.00886371,,,,14.55424122,,14.55424122,0,14.55424122,20.90038128,,,14.55424122,14.55424122,,,14.55424122,0,14.55424122,,,0,14.55424122,0,14.55424122,14.55424122,14.55424122,,,14.55424122,0,20.90038128,92.7011676,43.66272366,0,162.7186871,384.4157249,14.55424122,0,15,,14.55424122,,14.55424122,14.55424122,14.55424122,14.55424122,14.55424122,20.90038128,218.3136183,,0,0,50.90039316,189.2051359,,14.55424122,20.90038128,122.7010606,KPWS,2009
49,,,0,20.90046449,14.55436072,,0,0,14.55436072,,0,0,0,20.90046449,250.0459772,62.70138158,137.3353502,,,0,14.55436072,72.77180358,0,229.9054065,0,152.701441,,,0,14.55436072,,191.8285343,0,0,20.90046449,,,79.11790735,15,,,0,0,43.66308215,,,0,14.55436072,0,,15,15,,,284.5019183,14.55436072,43.66308215,80.90048826,0,195.5527931,43.66308215,362.7566992,75,45,0,45,45,,14.55436072,0,0,275.4306032,15,0,43.66308215,,43.66308215,0,120.9187562,72.77180358,259.0133629,0,0,45,KPWS,2009
0000000000000000004a,,,0,50.90142661,50.90142661,,14.55572527,0,0,,0,45,0,0,275.4464853,20.90141474,0,20.90141474,,0,62.7042561,0,91.81570665,110.9014504,20.90141474,50.90142661,,,14.55572527,14.55572527,,20.90141474,14.55572527,0,62.70423236,,,0,14.55572527,,,0,45,0,,,0,0,,15,14.55572527,0,,,0,79.12431584,14.55572527,91.81564882,133.6185717,20.90141474,80.901391,101.8900769,50.01286529,0,80.901391,75,0,,62.7042561,0,75,0,0,14.55572527,43.66717582,,20.90141474,0,92.70419675,50.90140287,62.7042561,50.90142661,0,,KPWS,2009
